Date,Event
1958-04-10,"Spanish West Africa is disestablished:
The province of Cape Juby is ceded to the Kingdom of Morocco.
The provinces of Río de Oro and Saguia el-Hamra become Spanish Sahara."
1958-05-14,The French Territory of the Comoros votes to move its capital from Dzaoudzi to Moroni. The actual move occurs gradually by 1966.
1958-07-14,The Republic of Iraq and the Hashemite Kingdom of Jordan are created from the dissolution of the Arab Federation of Iraq and Jordan. The Republic of Iraq is created by the 14 July Revolution in which King Faisal II was murdered. Baghdad remains the capital of Iraq. Amman is again the capital of Jordan.
1958-10-01,Sovereignty over the Colony of Christmas Island is transferred from the United Kingdom to Australia as the Territory of Christmas Island.
1958-10-02,The Republic of Guinea gains independence from France. Conakry is the capital.
1958-10-04,The French Fifth Republic succeeds the French Fourth Republic.
1958-10-15,The Malagasy Republic (Madagascar) gains autonomy within the French Community. Antananarivo is the capital.
1958-10-26,"The People's Republic of China completely withdraws its forces from North Korea, ending its eight-year-long military presence in the Korean Peninsula."
1958-11-03,"The Argentine Gendarmerie re-entered the disputed area between Argentina and Chile denominated as ""río Encuentro-Alto Palena""."
1958-11-15,"The Soviet Union completely withdraws its forces from Romania, ending a 14-year-long occupation."
1958-11-28,"The following French colonies join the newly created French Community:
Chad
Congo
Gabon
Mauritania
Senegal
French Sudan (as Soudan)"
1958-12-01,The French colony of Ubangi-Shari joins the French Community as the Central African Republic.
1958-12-04,The French colony of Dahomey joins the French Community.
1958-12-08,Sovereignty over Gwadar is transferred from the Sultanate of Muscat and Oman to Pakistan.
1958-12-11,The French colony of Upper Volta joins the French Community.
1958-12-19,The French colony of Niger joins the French Community.
1959-01-01,The Cuban revolution ends with 26th of July Movement victory and new regime led by the Communist Party of Cuba.
1959-01-03,The United Suvadive Republic secedes from the Sultanate of Maldives. Hithadhoo is the capital.
1959-01-30,"The forces of the United Kingdom and the Sultanate of Muscat conquer the last strongholds of the Kingdom of Oman, reincorporating the Imamate into Muscat and Oman. Muscat effectively becomes the joint capital."
1959-04-04,"In French Africa, the colonies of Senegal and Soudan merge to form the Mali Federation."
1959-06-03,The United Kingdom changes the name of the Colony of Singapore to the State of Singapore.
1959-06-30,Fernando Pó and Río Muni are merged to form Spanish Guinea.
1959-11-16,Hawaii is admitted to the Union as the 50th State of the United States.
1960-01-01,The Republic of Cameroun gains independence from the French Republic. Yaoundé remains the capital.
1960-04-01,France detaches the Scattered Islands in the Indian Ocean from the Malagasy Republic shortly before its independence. In September the administration of the Scattered Islands is delegated to the Prefect of Réunion.
1960-04-21,The Republic of the United States of Brazil moves its capital from Rio de Janeiro to Brasília.
1960-04-27,The Togolese Republic (Togo) gains independence from the French Republic. Lomé remains the capital.
1960-06-14,South Kasai declares independence from the Republic of the Congo (Léopoldville).
1960-06-20,The Mali Federation gains independence from the French Republic. Dakar remains the capital.
1960-06-26,The Malagasy Republic (Madagascar) gains independence from the French Republic. Antananarivo remains the capital.
1960-06-30,The Belgian Congo gains independence from the Kingdom of Belgium as the Republic of the Congo (Congo-Léopoldville). Léopoldville remains the capital.
1960-07-01,"The Somali Republic is created through the merger of the intra-46th meridian east territories, the Trust Territory of Somaliland and the State of Somaliland. Mogadishu becomes the capital."
1960-07-11,The Czechoslovak Republic changes its name to the Czechoslovak Socialist Republic.
1960-08-01,The Republic of Dahomey gains independence from the French Republic. Porto-Novo remains the capital.
1960-08-03,The Republic of Niger gains independence from the French Republic. Niamey remains the capital.
1960-08-05,The Republic of Upper Volta gains independence from the French Republic. Ouagadougou remains the capital.
1960-08-07,The Côte d'Ivoire gains independence from the French Republic. Abidjan remains the capital.
1960-08-11,The Republic of Chad gains independence from the French Republic. N'Djamena remains the capital.
1960-08-13,The Central African Republic gains independence from the French Republic. Bangui remains the capital.
1960-08-15,The Republic of the Congo (Congo-Brazzaville) gains independence from the French Republic. Brazzaville remains the capital.
1960-08-16,The Republic of Cyprus gains independence from the United Kingdom. Lefkosia (Nicosia) remains the capital. The United Kingdom retains control of Akrotiri and Dhekelia.
1960-08-17,The Gabonese Republic (Gabon) gains independence from the French Republic. Libreville remains the capital.
1960-08-20,The Republic of Senegal gains independence from the French Republic. Dakar remains the capital.
1960-09-22,The Republic of Mali gains independence from the French Republic. Bamako remains the capital.
1960-10-01,The People's Republic of China is ceded 340 km2 of territory and Burma is ceded 220 km2 of territory in a boundary treaty delimiting the borders between the two countries.
1960-11-28,The Islamic Republic of Mauritania gains independence from the French Republic. Nouakchott remains the capital.
1961-01-14,"India annexes Portuguese India, and Portugal maintains its claims to it."
1961-04-27,Sierra Leone gains independence from the United Kingdom. Freetown remains the capital.
1961-05-31,"The Union of South Africa ceases to be a Commonwealth realm and changes its name to the Republic of South Africa. Pretoria, Cape Town and Bloemfontein remain the capitals. South Africa temporarily withdraws from the Commonwealth of Nations as a result."
1961-06-01,Northern Cameroons joins Nigeria.
1961-06-19,The State of Kuwait gains independence from the United Kingdom. Kuwait City remains the capital.
1961-06-23,The Antarctic Treaty System enters force to administer the continent of Antarctica and all lands and waters south of the 60th parallel south.
1961-09-28,"In the United Arab States, Syria leaves the United Arab Republic and returns to the name of the Syrian Arab Republic."
1961-10-01,The southern portion of the British Cameroons gains independence from the United Kingdom and unites with the Republic of Cameroun to form the Federal Republic of Cameroon. Yaoundé remains the capital.
1961-12-01,The Netherlands New Guinea is renamed West Papua.
1961-12-09,Tanganyika gains independence from the United Kingdom. Dar-es-Salaam remains the capital.
1961-12-19,"The Republic of India annexes Goa, Daman and Diu from Portuguese India."
1961-12-28,"The Syrian Arab Republic secedes from the United Arab Republic, leaving Egypt as the sole member of the federation. Cairo remains the capital of the UAR. Damascus is again the capital of Syria."
1961-12-30,South Kasai is taken back by Congo (Léopoldville).
1962-01-01,The Independent State of Western Samoa gains independence from New Zealand. Apia remains the capital.
1962-03-03,"The United Kingdom officially gives the territory claimed in Antarctica an entity, the British Antarctic Territory, although this is suspended under the Antarctic Treaty."
1962-05-31,The West Indies Federation is dissolved and member states return to their status as parts of the British West Indies. Chaguaramas yields to London as the capital.
1962-07-01,The Kingdom of Burundi and the Republic of Rwanda gain independence from the Kingdom of Belgium. Bujumbura and Kigali are the respective capitals.
1962-07-03,The French overseas department of Algeria gains independence from the French Republic. Algiers remains the capital.
1962-08-06,The United Kingdom creates the Crown Colonies of the Cayman Islands and the Turks and Caicos Islands from Jamaica. George Town and Cockburn Town are the respective capitals.
1962-08-31,Trinidad and Tobago gains independence from the United Kingdom as a Commonwealth realm. Port of Spain remains the capital.
1962-09-25,Algeria becomes the People's Democratic Algerian Republic.
1962-09-26,The capital of the Mutawakkilite Kingdom of Yemen is moved from Ta'izz to Sana'a.
1962-09-27,Mutawakkilite Kingdom of Yemen (North Yemen) is overthrown by the Yemen Arab Republic. Sana'a becomes the capital.
1962-10-01,West Papua is transferred from the Netherlands to UN authority as West New Guinea.
1962-10-09,Uganda gains independence from the United Kingdom as a Commonwealth realm. Kampala remains the capital.
